New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
Zwiguguni,Settlement,2002-05-01 00:00:00,70 km SE of Musina,Limpopo,105.0,,354.0,7.0,9.0,DC34,Makhado,,"Vhembe
",NP344,,,
KwaMafela,Settlement,2007-03-16 00:00:00,24 km NW of Pongola Town,KwaZulu-Natal,105.0,Mafela,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Mafela,,
eMabophe,Settlement,2007-03-16 00:00:00,24 km NW of Pongola Town,KwaZulu-Natal,105.0,,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Correction of spelling,,
Ambegeto Water Estate,Township,2009-09-18 00:00:00,,North West,,,,,,,,,,,Registration of Name,,
Bompass,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a new name,,
Bumbanani,Settlement,2019-12-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a long standing name,,
Chris Hani Bridge ,Bridge,2016-02-09 00:00:00,,Eastern Cape,,Thornhill Bridge,,,,,,,,,Thornhill Bridge,,
eCelakubani,Village,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
eDuzaneni,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Dozaneni,,,,,,,,,Correction of spelling,,
eFahla,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,,,
eHlanganani,Settlement,2018-12-24 00:00:00,,Mpumalanga,,Prospect Farm,,,,,,,,,Prospect Farm,,
eHlokohloko,Village,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eLebumba,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Lebumba,,,,,,,,,Correction of spelling,,
eMahlaleni,Settlement,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eMakinatini,Settlement,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of an existing name,,
eMambuka Village,Village,2009-09-18 00:00:00,,KwaZulu-Natal,,KwaMambuka Village,,,,,,,,,correction of spelling,,
eMangqomfini,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mangqomfini,,,,,,,,,Correction of spelling,,
eMankonjane,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
eMaphinini,Stream,2016-02-09 00:00:00,,KwaZulu-Natal,,Phinini,,,,,,,,,Phinini,,
eMaphosa,River,2009-09-18 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of Name,,
EmaZizini Dam,Dam,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of a long standing of name,,
eMboza,Village,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eMcakeni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long existing name,,
eMgangatho,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mgangatho,,,,,,,,,Correction of spelling,,
eMgubaneni,Setlement,2011-10-07 00:00:00,,Mpumalanga,,Pampoene,,,,,,,,,Change of name,,
eMhlbashana,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Umhlabatyana,,,,,,,,,Correction of spelling,,
eMhlosingeni,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long existing name,,
eMingeni,Village,2010-10-01 00:00:00,,KwaZulu-Natal,,Emingeni,,,,,,,,,Correction of spelling,,
eMkhayane,Village,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eMlobaneni,Village,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eMseshana,Settlement,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
Emthambothini,Settlement,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
eMthavuna,Village,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
eMthinemide,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Mthinomude,,,,,,,,,Mthinomude,,
eMtiwe,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long existing name,,
eMunywini,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of name,,
eNgoleleni,Village,2017-12-15 00:00:00,,KwaZulu-Natal,,oHlongeni,,,,,,,,,oHlongeni,,
eNhlanomkhize,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of name,,
eNkonjaneni,Fountain,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
eNtambende 1,,2006-03-03 00:00:00,90 km W of Carolina,Mpumalanga,,,,5.0,11.0,DC30,Albert Luthuli,,,MP301,,,
eNtambende 11,,2006-03-03 00:00:00,91 km W of Carolina,Mpumalanga,,,,5.0,11.0,DC30,Albert Luthuli,,,MP301,,,
eNyosini,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Nyosini,,,,,,,,,Correction of spelling,,
ePhondweni,Ford,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
Esgwili,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Aankomste,,,,,,,,,Change of name,,
eShayamoya,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
eShiyabazali,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
eSigodini,Ford,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
eSigqushu,Settlement,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eSinqumeni Dam,Dam,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Esiphethweni (correction of orthography,Location,2016-06-17 00:00:00,,Gauteng,,Isiphethweni,,,,,,,,,from Isiphethweni) correction of orthography from Isiphethweni,,
eSiphondweni,Settlement,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eSiyasebenza,Settlement,2018-12-24 00:00:00,,Mpumalanga,,,,,,,,,,,Long existing name to be registerd,,
Esthobela,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Ouboom,,,,,,,,,Change of name,,
eSukumani,Settlement,2018-12-24 00:00:00,,Mpumalanga,,Tafelhoek 1,,,,,,,,,Tafelhoek 1,,
eThuthukani,Settlement,2018-12-24 00:00:00,,Mpumalanga,,Tweefelhoek 1,,,,,,,,,Tweefelhoek 1,,
eWozani,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Woza,,,,,,,,,Correction of spelling,,
eZamokuhle,Settlement,2018-12-24 00:00:00,,Mpumalanga,,,,,,,,,,,Long existing name to be registered,,
eZiflarheni,Valley,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,official registration,,
eZigodini,lake,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
eZikhonkwaneni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Rooderpoort,,,,,,,,,Rooderpoort,,
eZimpisini,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
eZimpisini,Forest,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of name,,
eZingulubeni,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
eZintombini,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
eZinyokeni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of name,,
FSVille,Agrivillage,2007-05-01 00:00:00,,Eastern Cape,128.0,FSVille,,1.0,1.0,DC12,Mbhashe,,,EC121,FSVille,,
Gamogwasha,Village,2009-09-18 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of Name,,
Gangqeni,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Phillipton,,,,,,,,,Phillipton,,
Goliyad,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Gwili-gwili,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Hamakete-kete,Settlement,2018-03-22 00:00:00,,Eastern Cape,,Ketekete,,,,,,,,,Ketekete,,
Hamakete-teke,Administrative area,2017-06-30 00:00:00,,Eastern Cape,,Kete-kete,,,,,,,,,“Kete-kete”,,
Hillsview,Suburb,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Hlalakahle,,2006-06-30 00:00:00,5 km South of Barberton,Mpumalanga,,,,5.0,6.0,DC32,Umjindi,,,MP323,,,
iBhukubhuku,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
iBiva,Forest,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
iGqorha,Stream,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of name,,
iKhandalendlovu,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Kandlalendlovu,,,,,,,,,Correction of spelling,,
iKubafazini,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,registration of a long standing of name,,
iLiwa lamaXhalanga,Cliff,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of a name,,
ILiwa leRhini,Cliff,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,official registration,,
iMahlungulu,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
iMangqomfini,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,Mangqomfini,,,,,,,,,Correction of spelling,,
iMbazamasinga,Lake,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of name,,
iNgweni,uMkhanyakude,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
iNhlaba,,2006-03-03 00:00:00,99 km W of Carolina,Mpumalanga,,,,5.0,11.0,DC30,Albert Luthuli,,,MP301,,,
iNkiwane,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of anexisting name,,
iNkwenkwe,Mountain,2016-02-09 00:00:00,,KwaZulu-Natal,,Nkwenkwe,,,,,,,,,Nkwenkwe,,
Inswempe,River,2014-01-17 00:00:00,,Mpumalanga,,Iswempe,,,,,,,,,Correction of spelling,,
iNtaba kaXesibe,Hill,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,official registration,,
iNtabakhathazo ,Mountain,2011-10-07 00:00:00,,KwaZulu-Natal,,Katazo,,,,,,,,,Correction of spelling,,
iNtabayeSwekile,Hill,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,official registration,,
iNtonga,River,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
iNyosini,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,Nyosini,,,,,,,,,Correction of spelling,,
iNzalu,Mountain,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
iQurha,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
Ironside,Dam,2016-06-17 00:00:00,,Gauteng,,Ironyside,,,,,,,,,Ironyside,,
iSandlu,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,iNhlanhlinhlu/Sandlundlu,,,,,,,,,Correction of Spelling,,
iSandlu,River,2013-10-02 00:00:00,,KwaZulu-Natal,,iNhlanhlinhlu/Sandlundlu,,,,,,,,,Correction of spelling,,
iSibandlana,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
iSigingqi sikaMhala,Hill,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of name,,
iSinyazi,River,2017-12-15 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
iThuvukazi,River,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
Joana Jiyane,Settlement,2016-02-09 00:00:00,,Mpumalanga,,,,,,,,,,,official registration,,
Johnston Makhathini,Diplomatic Guesthouse,2012-05-11 00:00:00,,Gauteng,,,,,,,,,,,,,
Kakholwane,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Kalomboma,River,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Kamagugu,Township,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Kom,Village,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Kruinsig Landgoed,Township,2009-09-18 00:00:00,,North West,,,,,,,,,,,Registration of Name,,
KwaCongco,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Gcongco,,,,,,,,,Gcongco,,
KwaDhlomo Dam,Dam,2016-06-17 00:00:00,,Eastern Cape,,Sharpeville Dam,,,,,,,,,Sharpeville Dam,,
KwaGina,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
KwaGudlucingo,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Gudlucingo,,,,,,,,,Correction of spelling,,
KwaMachibisi,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Machibisa,,,,,,,,,Correction of spelling,,
KwaMadonela,Village,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
KwaMpanza,Settlement,2016-06-17 00:00:00,,Gauteng,,Mampinja,,,,,,,,,Mampinja,,
KwaMpopoli,,2006-06-30 00:00:00,24 km NW of Pongola,KwaZulu-Natal,,,,4.0,11.0,DC26,UPhongolo,,,KZ262,,,
KwaNikwe,Village,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
KwaNxakwe,Dam,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
KwaNyezi,Village,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
KwaSanguye,Village,2009-09-18 00:00:00,,KwaZulu-Natal,,Vanguye,,,,,,,,,correction of spelling,,
KwaShibe,Village,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
Kwa-Welcome,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Correction of orthography and registration of a name,,
Leeupan,Location,2016-06-17 00:00:00,,Gauteng,,Leewpan,,,,,,,,,correction of orthography from Leewpan,,
Lengwayo,Well,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,official registration of a name,,
Lenye,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Libangeni,Settlement,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
Linga Diko,Settlement,2018-03-22 00:00:00,,Eastern Cape,,Kaffirskraal,,,,,,,,,Kaffirskraal,,
Lusasa,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Lusizini,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Magaza,River,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Magrangxeni,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Mahhusha,,2005-02-25 00:00:00,48 West of Malelane.,Mpumalanga,,,,5.0,6.0,DC32,Nkomazi,,,MP324,,,
Majweka,Farm,2015-12-09 00:00:00,,Free State,,Kaffirskraal,,,,,,,,,Change of Name,,
Makgabea,Township,2015-12-09 00:00:00,,Free State,,Thole,,,,,,,,,Change of Name,,
Malalane,Town,2006-03-03 00:00:00,,Mpumalanga,111.0,,,,6.0,,,,,,,,
Malatsi,Settlement,2016-10-10 00:00:00,,Gauteng,,Malatjie,,,,,,,,,Correction of orthography from Malatjie,,
Malibongwe Ridge,Township,2011-01-28 00:00:00,,Gauteng,,,,,,,,,,,,,
Malopomagale,Settlement,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
Mandlela,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mangqukela,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name be registered,,
Mankazana,Dam,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,Dam registration of long standing name,,
Mantshilibeni,Settlement,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Manyeveni,Settlement,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mararampe,Settlement,2016-12-09 00:00:00,,North West,,Heefers Lust,,,,,,,,,Heefers Lust,,
Masincedane,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Masizakhe,Township,2016-02-09 00:00:00,,Eastern Cape,,Umasizakhane,,,,,,,,,Umasizakhane,,
Masoyi,Village,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mbube,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mbuchu,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Metsemadiba,Village,2006-03-04 00:00:00,10 km S,Mpumalanga,106.0,,,,4.0,,,,,,,,
Metsemadiba,River,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
Mhuku,Village,2020-03-23 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Millvale,Township,2009-09-18 00:00:00,,North West,,,,,,,,,,,Registration of Name,,
Mkhingoma,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mkhomazane,River,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mlalati,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Mntsoli,,2006-03-03 00:00:00,100 km E of Carolina,Mpumalanga,,,,5.0,6.0,DC30,Albert Luthuli,,,MP301,,,
Mnyameni,Village,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Mnyameni Dam,Dam,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Long existing name to be registered,,
Mphumelelo,,2006-06-30 00:00:00,6 km North of Barberton,Mpumalanga,,,,5.0,6.0,DC32,Umjindi,,,MP323,,,
Mpintsho,Stream,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Mqukwana,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Msulungwana,Hill,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,Hill registration of name,,
Mthamvuna,,2005-02-25 00:00:00,Boundary between KZN & EC,Eastern Cape,,,,1.0,10.0,,Mbizana,,,EC151,,,
Mthwaku,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Mvulane Dam,Dam,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Mzintlava,River,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,correction of corrupted form of language of corrupted form of language,,
Mzwini,Forest,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ncalukeni,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ncerha,,2005-02-25 00:00:00,,Eastern Cape,,,,1.0,10.0,DC12,Nkonkobe,,,EC127,,,
Ndakheni,Village,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,correction of spelling,,
Ndlovini,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ngcabasa,Settlement,2016-06-17 00:00:00,,Eastern Cape,,,,,,,,,,,official registration of a name,,
Ngculu,River,2016-02-09 00:00:00,,Eastern Cape,,Nculu,,,,,,,,,Nculu,,
Ngculu,Settlement,2019-03-22 00:00:00,,Eastern Cape,,Nculu,,,,,,,,,Nculu,,
Ngobozana,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ngoqo Dam,Dam,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of long standing name,,
Ngqumeya,River,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ngxalawe,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Ngxingxolo,Village,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Nkciyo,River,2016-02-09 00:00:00,,Eastern Cape,,Ngciyo,,,,,,,,,Ngciyo,,
Nokakgolo,Town,2011-10-07 00:00:00,,Free State,,,,,,,,,,,New Name,,
Nomngxiki,Village,2019-03-22 00:00:00,,Eastern Cape,,Nomgxeki,,,,,,,,,Nomgxeki,,
Nompukane ,Mountain,2017-06-30 00:00:00,,Eastern Cape,,,,,,,,,,,Official registration of a name,,
Nongqulana Mountain,Mountain,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Ntsikana,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Tsinikane,,,,,,,,,Tsinikane,,
N'waswitsontso,Village,2009-09-18 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of Name,,
Nyandeni,Village,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Phola Village,Settlement,2015-09-11 00:00:00,,Mpumalanga,,,,,,,,,,,New Name,,
Pholela,Village,2021-02-22 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Phophonyane,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Belvedere,,,,,,,,,Change of name,,
Phumlani,Settlement,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Phungela Hill,Hill,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of name,,
Piet Tlou,Township,2011-10-07 00:00:00,,Mpumalanga,,Doornkoop 2,,,,,,,,,Change of name,,
Quko,River,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Qumrha,River,2017-06-30 00:00:00,,Eastern Cape,,Komgha,,,,,,,,,Komgha,,
Rama City,Township,2012-04-13 00:00:00,,Gauteng,,,,,,,,,,,New Name,,
Rametsi Country Estate,Township,2016-12-09 00:00:00,,North West,,,,,,,,,,,New Name,,
Ramokgeletsane,Settlement,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
Refitlhile,Township,2011-10-07 00:00:00,,Gauteng,,,,,,,,,,,New Name,,
Rekhuditse,Settlement,2016-02-09 00:00:00,,Eastern Cape,,Mandela,,,,,,,,,() change of name from Mandela,,
Rhwantsini,Dam,2016-02-09 00:00:00,,Eastern Cape,,,,,,,,,,,registration of new name,,
Rietvallei,Settlement,2016-10-10 00:00:00,,Gauteng,,,,,,,,,,,existing name to be registered,,
Sahlulo Chithwa,Settlement,2018-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,,,
Savanna City,Township,2011-01-28 00:00:00,,Gauteng,,,,,,,,,,,,,
Sbubule,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Sefako M Makgatho,Presedential Guest House,2012-05-11 00:00:00,,Gauteng,,,,,,,,,,,,,
Senotlelo,Settlement,2014-01-17 00:00:00,,Mpumalanga,,,,,,,,,,,Registration of a name already in use,,
Sesakhile,Village,2016-02-09 00:00:00,,Mpumalanga,,Tweefontein Portion 540 220-JR ga,,,,,,,,,Tweefontein Portion 540 220-JR ga,,
Sihlabeni,Settlement,2020-03-23 00:00:00,,Eastern Cape,,,,,,,,,,,Existing name registration,,
Simakamaka,Mountain,2017-06-30 00:00:00,,Eastern Cape,,,,,,,,,,,Official registration of a name,,
Sinqobile,Suburb,2017-06-30 00:00:00,,Gauteng,,,,,,,,,,,Registration of an existing name,,
Siyanabani,Mountain,2010-01-29 00:00:00,,Mpumalanga,,,,,,,,,,,,,
Somaphepha,Village,2011-10-07 00:00:00,,Mpumalanga,,,,,,,,,,,New name,,
Steve Vukile Tshwethe,,2005-02-25 00:00:00,25 km NE Bhisho,Eastern Cape,,,,1.0,10.0,DC12,Buffalo City,,,EC125,,,
Suikerbosfontein,Settlement,2016-10-10 00:00:00,,Gauteng,,Zuikerboschfontien,,,,,,,,,Correction of orthography from Zuikerboschfontien,,
Thabatha,,2005-02-25 00:00:00,13 km W Queenstown,Eastern Cape,,,,1.0,10.0,DC13,Lukanji,,,EC134,,,
Themba View,Township,2011-10-07 00:00:00,,Gauteng,,,,,,,,,,,New Name,,
Thembalethu,Township,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Thembisile,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Lloyd Location,,,,,,,,,Lloyd Location,,
Thinasonke,Settlement,2011-10-07 00:00:00,,Gauteng,,,,,,,,,,,New Name,,
Tokologo,Township,2015-12-09 00:00:00,,Free State,,Sakanyoko,,,,,,,,,Change of Name,,
Toyise,,2005-07-01 00:00:00,8 km NW Stutterheim,Eastern Cape,,,,1.0,10.0,DC12,Amahlathi,,,EC124,,,
Tshoxa,Town,2019-03-22 00:00:00,,Eastern Cape,,,,,,,,,,,Registration of a long standing name,,
Tshukudu,Township,2011-10-07 00:00:00,,Gauteng,,,,,,,,,,,New Name,,
Tudor Shaft,Settlement,2016-10-10 00:00:00,,Gauteng,,Dunusa,,,,,,,,,Dunusa,,
Tyhalarha,Village,2019-03-22 00:00:00,,Eastern Cape,,Tyhalara,,,,,,,,,Tyhalara,,
Tyhume Lower & Upper,,2005-02-25 00:00:00,14 km NE Alice,Eastern Cape,,,,1.0,10.0,DC12,Nkonkobe,,,EC127,,,
U-Anyanisi,Forest,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uBhodweni,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uBhulabhula,Plain,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
uBusobubi,Forest,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uCwele,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
uDabukane,Lake,2016-12-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uDingindawo,Mountain,2017-06-30 00:00:00,,KwaZulu-Natal,,Name to be registered,,,,,,,,,Name to be registered,,
uFahla,Mountain,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,,,
uGadlabeza,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uGonya,River,2017-06-30 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of an existing name,,
uHlanjana,Fountain,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uKhungwana,Lake,2016-02-09 00:00:00,,KwaZulu-Natal,,,,,,,,,,,Registration of a long standing name,,
uKhwethe,Stream,2016-10-10 00:00:00,,KwaZulu-Natal,,,,,,,,,,,existing name to be registered,,
